lexicon,idx,oa_id,title,abstract_first400,genuine_target,notes
ToolUse,12,W4390137153,T-Eval: Evaluating the Tool Utilization Capability of Large Language Models Step by Step,,1,directly evaluates tool utilization step by step
ToolUse,13,W4403943319,Seal-Tools: Self-instruct Tool Learning Dataset for Agent Tuning and Detailed Benchmark,,1,tool learning dataset and benchmark
ToolUse,14,W4403884175,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,"Although LLM-based agents, powered by Large Language Models (LLMs), can use external tools and memory mechanisms to solve complex real-world tasks, they may also introduce critical security vulnerabilities. However, the existing literature does not comprehensively evaluate attacks and defenses against LLM-based agents. To address this, we introduce Agent Security Bench (ASB), a comprehensive frame",0,security attacks/defenses measured; tool use only context
ToolUse,15,W4416237171,FHIR-AgentBench: Benchmarking LLM Agents for Realistic Interoperable EHR Question Answering,"The recent shift toward the Health Level Seven Fast Healthcare Interoperability Resources (HL7 FHIR) standard opens a new frontier for clinical AI, demanding LLM agents to navigate complex, resource-based data models instead of conventional structured health data. However, existing benchmarks have lagged behind this transition, lacking the realism needed to evaluate recent LLMs on interoperable cl",0,EHR QA; explicit tool/API invocation not stated
ToolUse,16,W4402467036,AppWorld: A Controllable World of Apps and People for Benchmarking Interactive Coding Agents,"Autonomous agents that address day-to-day digital tasks (e.g., ordering groceries for a household), must not only operate multiple apps (e.g., notes, messaging, shopping app) via APIs, but also generate rich code with complex control flow in an iterative manner based on their interaction with the environment. However, existing benchmarks for tool use are inadequate, as they only cover tasks that r",1,agents operate apps via APIs; explicitly a tool-use benchmark
ToolUse,17,W4387164935,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,"Recent advances in Language Model (LM) agents and tool use, exemplified by applications like ChatGPT Plugins, enable a rich set of capabilities but also amplify potential risks - such as leaking private data or causing financial losses. Identifying these risks is labor-intensive, necessitating implementing the tools, setting up the environment for each test scenario manually, and finding risky cas",1,emulated tool execution central; scores risky tool-use trajectories
ToolUse,18,W4408165425,Design and evaluation of an Autonomous Cyber Defence agent using DRL and an augmented LLM,"In this paper, we design and evaluate an Autonomous Cyber Defence (ACD) agent to monitor and act within critical network segments connected to untrusted infrastructure hosting active adversaries. We assume that modern network segments use software-defined controllers with the means to host ACD agents and other cybersecurity tools that implement hybrid AI models. Our agent uses a hybrid AI architec",0,cyber-defense application; 'tools' incidental
ToolUse,19,W4414757718,FutureX: An Advanced Live Benchmark for LLM Agents in Future Prediction,"Future prediction is a complex task for LLM agents, requiring a high level of analytical thinking, information gathering, contextual understanding, and decision-making under uncertainty. Agents must not only gather and interpret vast amounts of dynamic information but also integrate diverse data sources, weigh uncertainties, and adapt predictions based on emerging trends, just as human experts do ",0,future-prediction benchmark; tool invocation not stated
ToolUse,20,W4391591592,TravelPlanner: A Benchmark for Real-World Planning with Language Agents,"Planning has been part of the core pursuit for artificial intelligence since its conception, but earlier AI agents mostly focused on constrained settings because many of the cognitive substrates necessary for human-level planning have been lacking. Recently, language agents powered by large language models (LLMs) have shown interesting capabilities such as tool use and reasoning. Are these languag",0,planning benchmark; tool use mentioned in passing
ToolUse,21,W7124289417,TaxAI: A Dynamic Economic Simulator and Benchmark for Multi-agent Reinforcement Learning,"Taxation and government spending are crucial tools for governments to promote economic growth and maintain social equity. However, the difficulty in accurately predicting the dynamic strategies of diverse self-interested households presents a challenge for governments to implement effective tax policies. Given its proficiency in modeling other agents in partially observable environments and adapti",0,'tools' = policy instruments; MARL benchmark
ToolUse,22,W4389518608,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs,,1,benchmark for tool-augmented LLMs (title)
ToolUse,23,W4415230938,Interactional Fairness in LLM Multi-Agent Systems: An Evaluation Framework,"As large language models (LLMs) are increasingly used in multi-agent systems, questions of fairness should extend beyond resource distribution and procedural design to include the fairness of how agents communicate. Drawing from organizational psychology, we introduce a novel framework for evaluating Interactional fairness (IF), encompassing interpersonal respect and the adequacy of justifications",0,communication fairness evaluation; no tools
ToolUse,24,W4402683822,CToolEval: A Chinese Benchmark for LLM-Powered Agent Evaluation in Real-World API Interactions,"Assessing the capabilities of large language models (LLMs) as agents in decision making and operational tasks is crucial for the development of LLM-as-agent service.We propose CToolEval, a benchmark designed to evaluate LLMs in the context of Chinese societal applications, featuring 398 APIs across 27 widelyused Apps (e.g., Apps for shopping, map, music, travel, etc.) that cover 14 domains.We furt",1,398 APIs; evaluates agent API interactions
ToolUse,25,W4404088882,When LLMs Learn to be Students: The SOEI Framework for Modeling and Evaluating Virtual Student Agents in Educational Interaction,"Recent advances in large language models (LLMs) have enabled intelligent tutoring systems, yet the development of LLM-based Virtual Student Agents (LVSAs) remains underexplored. Such agents are essential for teacher-facing applications, where simulating diverse learner traits can support adaptive instruction and pedagogical skill development. However, current methods lack principled personality mo",0,virtual student agent modeling; no tool evaluation
ToolUse,26,W4399837154,WebCanvas: Benchmarking Web Agents in Online Environments,"For web agents to be practically useful, they must adapt to the continuously evolving web environment characterized by frequent updates to user interfaces and content. However, most existing benchmarks only capture the static aspects of the web. To bridge this gap, we introduce WebCanvas, an innovative online evaluation framework for web agents that effectively addresses the dynamic nature of web ",0,web navigation benchmark; not tool/API selection
ToolUse,27,W4389261566,TaskBench: Benchmarking Large Language Models for Task Automation,,0,no abstract; tool invocation not evidenced from title
ToolUse,28,W4417068122,LLM-based Agent Simulation for Maternal Health Interventions: Uncertainty Estimation and Decision-focused Evaluation,"Agent-based simulation is crucial for modeling complex human behavior, yet traditional approaches require extensive domain knowledge and large datasets. In data-scarce healthcare settings where historic and counterfactual data are limited, large language models (LLMs) offer a promising alternative by leveraging broad world knowledge. This study examines an LLM-driven simulation of a maternal mobil",0,simulation study; 'tool' incidental
ToolUse,29,W4400945821,Quantifying Bias in Agentic Large Language Models: A Benchmarking Approach,"The rapid adoption of large language models (LLMs) as agents raises concerns about potential biases in their decision-making processes. While previous work has explored bias mitigation in open text generation, the analysis of bias in LLM-based agents with constrained choices is under-explored. This paper introduces a new benchmark for evaluating bias in such agents, utilizing a question-answering ",0,QA-based bias benchmark; no tools
ToolUse,30,W4415697200,GeoBenchX: Benchmarking LLMs in Agent Solving Multistep Geospatial Tasks,"This paper establishes a benchmark for evaluating tool-calling capabilities of large language models (LLMs) on multi-step geospatial tasks relevant to commercial GIS practitioners. We assess eight commercial LLMs (Claude Sonnet 3.5 and 4, Claude Haiku 3.5, Gemini 2.0 Flash, Gemini 2.5 Pro Preview, GPT-4o, GPT-4.1 and o4-mini) using a simple tool-calling agent equipped with 23 geospatial functions.",1,evaluates tool-calling on 23 geospatial functions
