lexicon,idx,oa_id,title,abstract_first400,genuine_target,notes
WebInteraction,11,W7138907424,From Benchmarks to Business Impact: Deploying IBM Generalist Agent in Enterprise Production,"Agents are rapidly advancing in automating digital work, but enterprises face a harder challenge: moving beyond prototypes to deployed systems that deliver measurable business value. This path is complicated by fragmented frameworks, slow development, and the absence of standardized evaluation practices. Generalist agents have emerged as a promising direction, excelling on academic benchmarks and ",0,enterprise deployment report; web action not evidenced
WebInteraction,12,W4388964563,GAIA: a benchmark for General AI Assistants,"We introduce GAIA, a benchmark for General AI Assistants that, if solved, would represent a milestone in AI research. GAIA proposes real-world questions that require a set of fundamental abilities such as reasoning, multi-modality handling, web browsing, and generally tool-use proficiency. GAIA questions are conceptually simple for humans yet challenging for most advanced AIs: we show that human r",1,tasks require web browsing proficiency
WebInteraction,13,W4402670146,InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,"Recent work has embodied LLMs as agents, allowing them to access tools, perform actions, and interact with external content (e.g., emails or websites).However, external content introduces the risk of indirect prompt injection (IPI) attacks, where malicious instructions are embedded within the content processed by LLMs, aiming to manipulate these agents into executing detrimental actions against us",0,tool-injection benchmark; no browser/navigation evaluation
WebInteraction,14,W4416540657,REAL: Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,"We introduce REAL, a benchmark and framework for multi-turn agent evaluations on deterministic simulations of real-world websites. REAL comprises high-fidelity, deterministic replicas of 11 widely-used websites across domains such as e-commerce, travel, communication, and professional networking. We also release a benchmark consisting of 112 practical tasks that mirror everyday complex user intera",1,agents evaluated on deterministic replicas of real websites
WebInteraction,15,W4393065402,A survey on large language model based autonomous agents,,0,no abstract; survey title
WebInteraction,16,W4415069437,DeepResearch Bench: A Comprehensive Benchmark for Deep Research Agents,"Deep Research Agents are a prominent category of LLM-based agents. By autonomously orchestrating multistep web exploration, targeted retrieval, and higher-order synthesis, they transform vast amounts of online information into analyst-grade, citation-rich reports--compressing hours of manual desk research into minutes. However, a comprehensive benchmark for systematically evaluating the capabiliti",1,evaluates agents' multistep web exploration and retrieval
WebInteraction,17,W4402705816,"AeroVerse: UAV-Agent Benchmark Suite for Simulating, Pre-training, Finetuning, and Evaluating Aerospace Embodied World Models","Aerospace embodied intelligence aims to empower unmanned aerial vehicles (UAVs) and other aerospace platforms to achieve autonomous perception, cognition, and action, as well as egocentric active interaction with humans and the environment. The aerospace embodied world model serves as an effective means to realize the autonomous intelligence of UAVs and represents a necessary pathway toward aerosp",0,UAV embodied benchmark; not web
WebInteraction,18,W4402667024,VisualWebArena: Evaluating Multimodal Agents on Realistic Visual Web Tasks,"Jing Yu Koh, Robert Lo, Lawrence Jang, Vikram Duvvur, Ming Lim, Po-Yu Huang, Graham Neubig, Shuyan Zhou, Russ Salakhutdinov, Daniel Fried. Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers). 2024.",1,multimodal agents on realistic visual web tasks
WebInteraction,19,W4414681448,CVE-Bench: A Benchmark for AI Agents' Ability to Exploit Real-World Web Application Vulnerabilities,"Large language model (LLM) agents are increasingly capable of autonomously conducting cyberattacks, posing significant threats to existing applications. This growing risk highlights the urgent need for a real-world benchmark to evaluate the ability of LLM agents to exploit web application vulnerabilities. However, existing benchmarks fall short as they are limited to abstracted Capture the Flag co",1,agents interact with real web applications to exploit vulnerabilities
WebInteraction,20,W4417073165,DriveEval-Agent: A Closed-Loop Framework Combining Zero-Shot Benchmarking and Full Fine-Tuning for Multimodal Autonomous Driving,"Recent advancements in vision-language models (VLMs) have opened new possibilities for intelligent cultural heritage preservation, where autonomous systems can assist in navigation, inspection, and trajectory prediction within complex heritage environments. To this end, this paper proposes a novel optimization framework that integrates zero-shot multimodal evaluation with full-parameter fine-tunin",0,driving/heritage navigation; 'navigation' spurious for web
WebInteraction,21,W4415333036,OS-Harm: A Benchmark for Measuring Safety of Computer Use Agents,"Computer use agents are LLM-based agents that can directly interact with a graphical user interface, by processing screenshots or accessibility trees. While these systems are gaining popularity, their safety has been largely overlooked, despite the fact that evaluating and understanding their potential for harmful behavior is essential for widespread adoption. To address this gap, we introduce OS-",0,OS/GUI agent safety; not web-specific
WebInteraction,22,W4398836283,AndroidWorld: A Dynamic Benchmarking Environment for Autonomous Agents,"Autonomous agents that execute human tasks by controlling computers can enhance human productivity and application accessibility. However, progress in this field will be driven by realistic and reproducible benchmarks. We present AndroidWorld, a fully functional Android environment that provides reward signals for 116 programmatic tasks across 20 real-world Android apps. Unlike existing interactiv",0,Android app control environment; not browser/web
WebInteraction,23,W4410538601,Evaluation of the Choice of LLM in a Multi-Agent Solution for GUI-Test Generation,"Automated testing, particularly for GUI-based systems, remains a costly and labor-intensive process and prone to errors. Despite advancements in automation, manual testing still dominates in industrial practice, resulting in delays, higher costs, and increased error rates. Large Language Models (LLMs) have shown great potential to automate tasks traditionally requiring human intervention, leveragi",0,GUI test generation; not web navigation evaluation
WebInteraction,24,W4394868323,MMInA: Benchmarking Multihop Multimodal Internet Agents,"Autonomous embodied agents live on an Internet of multimedia websites. Can they hop around multimodal websites to complete complex user tasks? Existing benchmarks fail to assess them in a realistic, evolving environment for their embodiment across websites. To answer this question, we present MMInA, a multihop and multimodal benchmark to evaluate the embodied agents for compositional Internet task",1,agents complete compositional tasks across multimodal websites
WebInteraction,25,W4415427913,From Grounding to Planning: Benchmarking Bottlenecks in Web Agents,"General web-based agents are increasingly essential for interacting with complex web environments, yet their performance in real-world web applications remains poor, yielding extremely low accuracy even with state-of-the-art frontier models. We observe that these agents can be decomposed into two primary components: Planning and Grounding. Yet, most existing research treats these agents as black b",1,benchmarks planning/grounding bottlenecks of web agents
WebInteraction,26,W4411119485,TurkingBench: A Challenge Benchmark for Web Agents,"Kevin Xu, Yeganeh Kordi, Tanay Nayak, Adi Asija, Yizhong Wang, Kate Sanders, Adam Byerly, Jingyu Zhang, Benjamin Van Durme, Daniel Khashabi. Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers). 2025.",1,web agent challenge benchmark (title); abstract is citation metadata
WebInteraction,27,W4407590542,EmbodiedBench: Comprehensive Benchmarking Multi-modal Large Language Models for Vision-Driven Embodied Agents,"Leveraging Multi-modal Large Language Models (MLLMs) to create embodied agents offers a promising avenue for tackling real-world tasks. While language-centric embodied agents have garnered substantial attention, MLLM-based embodied agents remain underexplored due to the lack of comprehensive evaluation frameworks. To bridge this gap, we introduce EmbodiedBench, an extensive benchmark designed to e",0,embodied agent benchmark; not web
WebInteraction,28,W4415289348,Survey on Evaluation of LLM-based Agents,"LLM-based agents represent a paradigm shift in AI, enabling autonomous systems to plan, reason, and use tools while interacting with dynamic environments. This paper provides the first comprehensive survey of evaluation methods for these increasingly capable agents. We analyze the field of agent evaluation across five perspectives: (1) Core LLM capabilities needed for agentic workflows, like plann",0,"survey, not an evaluation"
WebInteraction,29,W4412781285,Rubric Is All You Need: Improving LLM-Based Code Evaluation With Question-Specific Rubrics,,0,"no abstract; code evaluation rubrics, not web"
WebInteraction,30,W4402467036,AppWorld: A Controllable World of Apps and People for Benchmarking Interactive Coding Agents,"Autonomous agents that address day-to-day digital tasks (e.g., ordering groceries for a household), must not only operate multiple apps (e.g., notes, messaging, shopping app) via APIs, but also generate rich code with complex control flow in an iterative manner based on their interaction with the environment. However, existing benchmarks for tool use are inadequate, as they only cover tasks that r",0,API-based app control; no browser/web UI
