lexicon,idx,oa_id,title,abstract_first400,genuine_target,notes
Reasoning,11,W4414757718,FutureX: An Advanced Live Benchmark for LLM Agents in Future Prediction,"Future prediction is a complex task for LLM agents, requiring a high level of analytical thinking, information gathering, contextual understanding, and decision-making under uncertainty. Agents must not only gather and interpret vast amounts of dynamic information but also integrate diverse data sources, weigh uncertainties, and adapt predictions based on emerging trends, just as human experts do ",1,analytical inference under uncertainty is core evaluated construct
Reasoning,12,W4404649840,BALROG: Benchmarking Agentic LLM and VLM Reasoning On Games,"Large Language Models (LLMs) and Vision Language Models (VLMs) possess extensive knowledge and exhibit promising reasoning abilities, however, they still struggle to perform well in complex, dynamic environments. Real-world tasks require handling intricate interactions, advanced spatial reasoning, long-term planning, and continuous exploration of new strategies-areas in which we lack effective met",1,title targets agentic reasoning; spatial reasoning and planning stressed
Reasoning,13,W4387389108,SmartPlay: A Benchmark for LLMs as Intelligent Agents,"Recent large language models (LLMs) have demonstrated great potential toward intelligent agents and next-gen automation, but there currently lacks a systematic benchmark for evaluating LLMs' abilities as agents. We introduce SmartPlay: both a challenging benchmark and a methodology for evaluating LLMs as agents. SmartPlay consists of 6 different games, including Rock-Paper-Scissors, Tower of Hanoi",1,"games (e.g., Tower of Hanoi) test multi-step reasoning capabilities"
Reasoning,14,W4411119815,LLM-Coordination: Evaluating and Analyzing Multi-agent Coordination Abilities in Large Language Models,"Large Language Models (LLMs) have demonstrated emergent common-sense reasoning and Theory of Mind (ToM) capabilities, making them promising candidates for developing coordination agents.This study introduces the LLM-Coordination Benchmark, a novel benchmark for analyzing LLMs in the context of Pure Coordination Settings, where agents must cooperate to maximize gains.Our benchmark evaluates LLMs th",0,targets coordination; reasoning/ToM cited as motivation
Reasoning,15,W4402705816,"AeroVerse: UAV-Agent Benchmark Suite for Simulating, Pre-training, Finetuning, and Evaluating Aerospace Embodied World Models","Aerospace embodied intelligence aims to empower unmanned aerial vehicles (UAVs) and other aerospace platforms to achieve autonomous perception, cognition, and action, as well as egocentric active interaction with humans and the environment. The aerospace embodied world model serves as an effective means to realize the autonomous intelligence of UAVs and represents a necessary pathway toward aerosp",0,UAV embodied world models; reasoning incidental
Reasoning,16,W4385682136,AgentBench: Evaluating LLMs as Agents,"The potential of Large Language Model (LLM) as agents has been widely acknowledged recently. Thus, there is an urgent need to quantitatively \textit{evaluate LLMs as agents} on challenging tasks in interactive environments. We present AgentBench, a multi-dimensional benchmark that consists of 8 distinct environments to assess LLM-as-Agent's reasoning and decision-making abilities. Our extensive te",1,explicitly assesses reasoning and decision-making abilities
Reasoning,17,W7125598063,"An Empirical Evaluation of LLM-Based Approaches for Code Vulnerability Detection: RAG, SFT, and Dual-Agent Systems","The rapid advancement of Large Language Models (LLMs) presents new opportunities for automated software vulnerability detection, a crucial task in securing modern codebases. This paper presents a comparative study on the effectiveness of LLM-based techniques for detecting software vulnerabilities. The study evaluates three approaches, Retrieval-Augmented Generation (RAG), Supervised Fine-Tuning (S",0,vulnerability-detection study; reasoning not measured construct
Reasoning,18,W4415289348,Survey on Evaluation of LLM-based Agents,"LLM-based agents represent a paradigm shift in AI, enabling autonomous systems to plan, reason, and use tools while interacting with dynamic environments. This paper provides the first comprehensive survey of evaluation methods for these increasingly capable agents. We analyze the field of agent evaluation across five perspectives: (1) Core LLM capabilities needed for agentic workflows, like plann",0,"survey, not an evaluation"
Reasoning,19,W4391136507,A Survey on Evaluation of Large Language Models,,0,no abstract; survey title
Reasoning,20,W4416237171,FHIR-AgentBench: Benchmarking LLM Agents for Realistic Interoperable EHR Question Answering,"The recent shift toward the Health Level Seven Fast Healthcare Interoperability Resources (HL7 FHIR) standard opens a new frontier for clinical AI, demanding LLM agents to navigate complex, resource-based data models instead of conventional structured health data. However, existing benchmarks have lagged behind this transition, lacking the realism needed to evaluate recent LLMs on interoperable cl",0,EHR QA benchmark; reasoning not stated construct
Reasoning,21,W4403569908,EmbodiedCity: A Benchmark Platform for Embodied Agent in Real-world City Environment,"Embodied artificial intelligence emphasizes the role of an agent's body in generating human-like behaviors. The recent efforts on EmbodiedAI pay a lot of attention to building up machine learning models to possess perceiving, planning, and acting abilities, thereby enabling real-time interaction with the world. However, most works focus on bounded indoor environments, such as navigation in a room ",0,embodied city tasks; reasoning not stated target
Reasoning,22,W4413025843,Multi-Model Dialectical Evaluation of LLM Reasoning Chains: A Structured Framework with Dual Scoring Agents,"(1) Background and objectives: Large language models (LLMs) such as GPT, Mistral, and LLaMA exhibit strong capabilities in text generation, yet assessing the quality of their reasoning—particularly in open-ended and argumentative contexts—remains a persistent challenge. This study introduces Dialectical Agent, an internally developed modular framework designed to evaluate reasoning through a struc",1,directly evaluates LLM reasoning chains with dual scoring
Reasoning,23,W4390137153,T-Eval: Evaluating the Tool Utilization Capability of Large Language Models Step by Step,,0,"no abstract; tool utilization target, not reasoning"
Reasoning,24,W4402670435,You Only Look at Screens: Multimodal Chain-of-Action Agents,,0,no abstract; GUI action agent
Reasoning,25,W4409316940,"Advances and Challenges in Foundation Agents: From Brain-Inspired Intelligence to Evolutionary, Collaborative, and Safe Systems",,0,"survey, no evaluation contribution"
Reasoning,26,W4403564213,AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,"Description: Validation dataset for the TELOS runtime AI governance framework against the AgentHarm benchmark (Gray Swan AI / ICLR 2025). 352 adversarial tasks evaluated with two embedding models to demonstrate architecture-level model agnosticism. Key Results — MiniLM (384-dim, local inference): - 352 tasks validated - 74.1% defense success rate (261 blocked, 91 passed) - 1 boundary violation det",0,harmfulness/safety validation dataset; reasoning not target
Reasoning,27,W4394868323,MMInA: Benchmarking Multihop Multimodal Internet Agents,"Autonomous embodied agents live on an Internet of multimedia websites. Can they hop around multimodal websites to complete complex user tasks? Existing benchmarks fail to assess them in a realistic, evolving environment for their embodiment across websites. To answer this question, we present MMInA, a multihop and multimodal benchmark to evaluate the embodied agents for compositional Internet task",0,web navigation benchmark; reasoning not primary construct
Reasoning,28,W4416195122,FinAgentBench: A Benchmark Dataset for Agentic Retrieval in Financial Question Answering,"Accurate information retrieval (IR) is critical in the financial domain, where investors must identify relevant information from large collections of documents. Traditional IR methods—whether sparse or dense—often fall short in retrieval accuracy, as it requires not only capturing semantic similarity but also performing fine-grained reasoning over document structure and domain-specific knowledge. ",0,targets agentic retrieval; reasoning is supporting requirement
Reasoning,29,W4401201041,MMAU: A Holistic Benchmark of Agent Capabilities Across Diverse Domains,"Recent advances in large language models (LLMs) have increased the demand for comprehensive benchmarks to evaluate their capabilities as human-like agents. Existing benchmarks, while useful, often focus on specific application scenarios, emphasizing task completion but failing to dissect the underlying skills that drive these outcomes. This lack of granularity makes it difficult to deeply discern ",1,holistic benchmark dissecting underlying agent skills incl. reasoning
Reasoning,30,W4323651349,"Foundation Models for Decision Making: Problems, Methods, and Opportunities",,0,no abstract; survey title
