oa_id,title,authors,doi,year,date,type,venue,publisher,cited_by_count,is_oa,oa_status,repo,host_venue_type,referenced_works_n,streams,url,abstract
W4414854662,Personalized Safety in LLMs: A Benchmark and A Planning-Based Agent Approach,Yuchen Wu; Edward W. Sun; Kaijie Zhu; Jianxun Lian; José Hernández‐Orallo; Aylin Caliskan; Jindong Wang,10.48550/arxiv.2505.18882,2025,2025-05-24,preprint,ArXiv.org,,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2505.18882,"Large language models (LLMs) typically generate identical or similar responses for all users given the same prompt, posing serious safety risks in high-stakes applications where user vulnerabilities differ widely. Existing safety evaluations primarily rely on context-independent metrics - such as factuality, bias, or toxicity - overlooking the fact that the same response may carry divergent risks depending on the user's background or condition. We introduce personalized safety to fill this gap and present PENGUIN - a benchmark comprising 14,000 scenarios across seven sensitive domains with both context-rich and context-free variants. Evaluating six leading LLMs, we demonstrate that personalized user information significantly improves safety scores by 43.2%, confirming the effectiveness of personalization in safety alignment. However, not all context attributes contribute equally to safety enhancement. To address this, we develop RAISE - a training-free, two-stage agent framework that strategically acquires user-specific background. RAISE improves safety scores by up to 31.6% over six vanilla LLMs, while maintaining a low interaction cost of just 2.7 user queries on average. Our findings highlight the importance of selective information gathering in safety-critical domains and offer a practical solution for personalizing LLM responses without model retraining. This work establishes a foundation for safety research that adapts to individual user contexts rather than assuming a universal harm standard."
W4404392676,RedCode: Risky Code Execution and Generation Benchmark for Code Agents,Chengquan Guo; Xun Liu; Chulin Xie; Andy Zhou; Yi Zeng; Zinan Lin; Dawn Song; Bo Li,10.48550/arxiv.2411.07781,2024,2024-11-12,preprint,arXiv (Cornell University),Cornell University,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2411.07781,"With the rapidly increasing capabilities and adoption of code agents for AI-assisted coding, safety concerns, such as generating or executing risky code, have become significant barriers to the real-world deployment of these agents. To provide comprehensive and practical evaluations on the safety of code agents, we propose RedCode, a benchmark for risky code execution and generation: (1) RedCode-Exec provides challenging prompts that could lead to risky code execution, aiming to evaluate code agents' ability to recognize and handle unsafe code. We provide a total of 4,050 risky test cases in Python and Bash tasks with diverse input formats including code snippets and natural text. They covers 25 types of critical vulnerabilities spanning 8 domains (e.g., websites, file systems). We provide Docker environments and design corresponding evaluation metrics to assess their execution results. (2) RedCode-Gen provides 160 prompts with function signatures and docstrings as input to assess whether code agents will follow instructions to generate harmful code or software. Our empirical findings, derived from evaluating three agent frameworks based on 19 LLMs, provide insights into code agents' vulnerabilities. For instance, evaluations on RedCode-Exec show that agents are more likely to reject executing risky operations on the operating system, but are less likely to reject executing technically buggy code, indicating high risks. Risky operations described in natural text lead to a lower rejection rate than those in code format. Additionally, evaluations on RedCode-Gen show that more capable base models and agents with stronger overall coding abilities, such as GPT4, tend to produce more sophisticated and effective harmful software. Our findings highlight the need for stringent safety evaluations for diverse code agents. Our dataset and code are available at https://github.com/AI-secure/RedCode."
W4414757718,FutureX: An Advanced Live Benchmark for LLM Agents in Future Prediction,"Zhiyuan Zeng; Jiashuo Liu; Siyuan Chen; Tianci He; Liao, Yali; Yixiao Tian; Jinpeng Wang; Z. Wang; Yang, Yang; Lihong Yin; Yin, Mingren; Zhenwei Zhu; Cai, Tianle; Chen, Zehui; Jiecao Chen; Yantao Du; Xiang Gao; Guo, Jiacheng; Liang Hu; Jianpeng Jiao; Xiangsheng Li; Jingkai Liu; Shuang Ni; Zhoufutu Wen; Ge ZHANG",10.48550/arxiv.2508.11987,2025,2025-08-16,preprint,ArXiv.org,,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2508.11987,"Future prediction is a complex task for LLM agents, requiring a high level of analytical thinking, information gathering, contextual understanding, and decision-making under uncertainty. Agents must not only gather and interpret vast amounts of dynamic information but also integrate diverse data sources, weigh uncertainties, and adapt predictions based on emerging trends, just as human experts do in fields like politics, economics, and finance. Despite its importance, no large-scale benchmark exists for evaluating agents on future prediction, largely due to challenges in handling real-time updates and retrieving timely, accurate answers. To address this, we introduce $\textbf{FutureX}$, a dynamic and live evaluation benchmark specifically designed for LLM agents performing future prediction tasks. FutureX is the largest and most diverse live benchmark for future prediction, supporting real-time daily updates and eliminating data contamination through an automated pipeline for question gathering and answer collection. We evaluate 25 LLM/agent models, including those with reasoning, search capabilities, and integration of external tools such as the open-source Deep Research Agent and closed-source Deep Research models. This comprehensive evaluation assesses agents' adaptive reasoning and performance in dynamic environments. Additionally, we provide in-depth analyses of agents' failure modes and performance pitfalls in future-oriented tasks, including the vulnerability to fake web pages and the temporal validity. Our goal is to establish a dynamic, contamination-free evaluation standard that drives the development of LLM agents capable of performing at the level of professional human analysts in complex reasoning and predictive thinking."
W4400945821,Quantifying Bias in Agentic Large Language Models: A Benchmarking Approach,Riya Fernando; Isabel Norton; Pranay Dogra; Rohit Sarnaik; Hasan Wazir; Zitang Ren; Niveta Sree Gunda; Anushka Mukhopadhyay; Michael H. Lutz,10.1109/ictc61510.2024.10601938,2024,2024-05-10,article,,,1,False,closed,,,6,agent benchmark|agentic benchmark|language model agents benchmark,https://doi.org/10.1109/ictc61510.2024.10601938,"The rapid adoption of large language models (LLMs) as agents raises concerns about potential biases in their decision-making processes. While previous work has explored bias mitigation in open text generation, the analysis of bias in LLM-based agents with constrained choices is under-explored. This paper introduces a new benchmark for evaluating bias in such agents, utilizing a question-answering framework across simulated real-life scenarios in healthcare, criminal justice, and business. We analyze potential biases related to race, gender, age, political affiliation, and socioeconomic status. Our novel question-answering bias distribution diversity metric quantifies the LLM’s decision-making tendencies. We find that pre-trained models exhibit varying degrees of bias across domains and categories, offering insights for future bias mitigation strategies."
W7111231663,SMACv2:An Improved Benchmark for Cooperative Multi-Agent Reinforcement Learning,"Ellis, Benjamin; Cook, Jonathan; Moalla, Skander; Samvelyan, Mikayel; Sun, Mingfei; Mahajan, Anuj; Foerster, Jakob N.; Whiteson, Shimon",10.5555/3666122.3667756,2024,2024-07-01,article,Research Explorer (The University of Manchester),University of Manchester,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.5555/3666122.3667756,"The availability of challenging benchmarks has played a key role in the recent progress of machine learning. In cooperative multi-agent reinforcement learning, the StarCraft Multi-Agent Challenge (SMAC) has become a popular testbed for centralised training with decentralised execution. However, after years of sustained improvement on SMAC, algorithms now achieve near-perfect performance. In this work, we conduct new analysis demonstrating that SMAC lacks the stochasticity and partial observability to require complex closed-loop policies. In particular, we show that an open-loop policy conditioned only on the timestep can achieve non-trivial win rates for many SMAC scenarios. To address this limitation, we introduce SMACv2, a new version of the benchmark where scenarios are procedurally generated and require agents to generalise to previously unseen settings (from the same distribution) during evaluation. We also introduce the extended partial observability challenge (EPO), which augments SMACv2 to ensure meaningful partial observability. We show that these changes ensure the benchmark requires the use of closed-loop policies. We evaluate state-of-the-art algorithms on SMACv2 and show that it presents significant challenges not present in the original benchmark. Our analysis illustrates that SMACv2 addresses the discovered deficiencies of SMAC and can help benchmark the next generation of MARL methods."
W4413358490,Simurgh: Multi-Agent Adversarial Benchmarking for Proactive Microservice Observability,Navidreza Asadi; Răzvan-Mihai Ursu; Leon Wong; Wolfgang Kellerer,10.1145/3748496.3748991,2025,2025-08-20,article,,,1,False,closed,,,16,agent benchmark|agentic benchmark,https://doi.org/10.1145/3748496.3748991,"Microservices autoscaling is essential for dynamically adjusting resources to meet fluctuating workload demands and maintain service-level objectives (SLOs), such as latency, while minimizing resource usage. However, the control logic of modern autoscalers is susceptible to exploitation. Assessing its performance requires more than passive monitoring; the rapid evolution of application development has outpaced the availability of observability tools to benchmark and identify corner cases in autoscaling configurations relative to an application's behavior."
W4416195122,FinAgentBench: A Benchmark Dataset for Agentic Retrieval in Financial Question Answering,Chanyeol Choi; Jihoon Kwon; Alejandro Lopez-Lira; Chaewoon Kim; Minjae Kim; Juneha Hwang; Jaeseon Ha; Hojun Choi; Suyeol Yun; Yongjin Kim; Yongjae Lee,10.1145/3768292.3770362,2025,2025-11-14,article,,,1,True,gold,,,12,agent benchmark|agentic benchmark,https://doi.org/10.1145/3768292.3770362,"Accurate information retrieval (IR) is critical in the financial domain, where investors must identify relevant information from large collections of documents. Traditional IR methods—whether sparse or dense—often fall short in retrieval accuracy, as it requires not only capturing semantic similarity but also performing fine-grained reasoning over document structure and domain-specific knowledge. Recent advances in large language models (LLMs) have opened up new opportunities for retrieval with multi-step reasoning, where the model ranks passages through iterative reasoning about which information is most relevant to a given query. However, there exists no benchmark to evaluate such capabilities in the financial domain. To address this gap, we introduce FinAgentBench, the first large-scale benchmark for evaluating retrieval with multi-step reasoning in finance – a setting we term agentic retrieval. The benchmark consists of 26K expert-annotated examples on S&P-500 listed firms and assesses whether LLM agents can (1) identify the most relevant document type among candidates, and (2) pinpoint the key passage within the selected document. Our evaluation framework explicitly separates these two reasoning steps to address context limitations. This design enables to provide a quantitative basis for understanding retrieval-centric LLM behavior in finance. We evaluate a suite of state-of-the-art models and further demonstrated how targeted fine-tuning can significantly improve agentic retrieval performance. Our benchmark provides a foundation for studying retrieval-centric LLM behavior in complex, domain-specific tasks for finance."
W4401201041,MMAU: A Holistic Benchmark of Agent Capabilities Across Diverse Domains,"Guoli Yin; Haoping Bai; Shuang Ma; Nan Feng; Yanchao Sun; Zhaoyang Xu; Shen Ma; Jiarui Lu; Xiang Kong; Aonan Zhang; Dian Ang Yap; zhang, Yizhe; Karsten Ahnert; Vik Kamath; Mathias Berglund; Dominic Walsh; Tobias Gindele; Juergen Wiest; Zhengfeng Lai; Xiaoming Wang; Jiulong Shan; Meng Cao; Ruoming Pang; Z. Wang",10.48550/arxiv.2407.18961,2024,2024-07-18,preprint,arXiv (Cornell University),Cornell University,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2407.18961,"Recent advances in large language models (LLMs) have increased the demand for comprehensive benchmarks to evaluate their capabilities as human-like agents. Existing benchmarks, while useful, often focus on specific application scenarios, emphasizing task completion but failing to dissect the underlying skills that drive these outcomes. This lack of granularity makes it difficult to deeply discern where failures stem from. Additionally, setting up these environments requires considerable effort, and issues of unreliability and reproducibility sometimes arise, especially in interactive tasks. To address these limitations, we introduce the Massive Multitask Agent Understanding (MMAU) benchmark, featuring comprehensive offline tasks that eliminate the need for complex environment setups. It evaluates models across five domains, including Tool-use, Directed Acyclic Graph (DAG) QA, Data Science and Machine Learning coding, Contest-level programming and Mathematics, and covers five essential capabilities: Understanding, Reasoning, Planning, Problem-solving, and Self-correction. With a total of 20 meticulously designed tasks encompassing over 3K distinct prompts, MMAU provides a comprehensive framework for evaluating the strengths and limitations of LLM agents. By testing 18 representative models on MMAU, we provide deep and insightful analyses. Ultimately, MMAU not only sheds light on the capabilities and limitations of LLM agents but also enhances the interpretability of their performance. Datasets and evaluation scripts of MMAU are released at https://github.com/apple/axlearn/tree/main/docs/research/mmau."
W4416540657,REAL: Benchmarking Autonomous Agents on Deterministic Simulations of Real Websites,Divyansh Garg; Shaun VanWeelden; Diego Caples; Andis Draguns; Nikil Ravi; Pranav Putta; Naman Garg; Tomas Abraham; Michael Lara; Federico López; James Y. Liu; Atharva Gundawar; Prannay Hebbar; Youngchul Joo; Jindong Gu; Charles London; Christian Schroeder de Witt; Sumeet Motwani,10.48550/arxiv.2504.11543,2025,2025-04-15,preprint,ArXiv.org,,1,True,green,,repository,0,agent benchmark|agentic benchmark|autonomous agents benchmark,https://doi.org/10.48550/arxiv.2504.11543,"We introduce REAL, a benchmark and framework for multi-turn agent evaluations on deterministic simulations of real-world websites. REAL comprises high-fidelity, deterministic replicas of 11 widely-used websites across domains such as e-commerce, travel, communication, and professional networking. We also release a benchmark consisting of 112 practical tasks that mirror everyday complex user interactions requiring both accurate information retrieval and state-changing actions. All interactions occur within this fully controlled setting, eliminating safety risks and enabling robust, reproducible evaluation of agent capability and reliability. Our novel evaluation framework combines programmatic checks of website state for action-based tasks with rubric-guided LLM-based judgments for information retrieval. The framework supports both open-source and proprietary agent systems through a flexible evaluation harness that accommodates black-box commands within browser environments, allowing research labs to test agentic systems without modification. Our empirical results show that frontier language models achieve at most a 41% success rate on REAL, highlighting critical gaps in autonomous web navigation and task completion capabilities. Our framework supports easy integration of new tasks, reproducible evaluation, and scalable post-training data generation, marking a significant step forward in evaluating and advancing agent capabilities."
W4416036629,TP-RAG: Benchmarking Retrieval-Augmented Large Language Model Agents for Spatiotemporal-Aware Travel Planning,Hang Ni; Fan Liu; Xinyu Ma; Lixin Su; Shuaiqiang Wang; Dawei Yin; Hui Xiong; Hao Liu,10.18653/v1/2025.emnlp-main.626,2025,2025-01-01,article,,,2,True,gold,,,0,agent benchmark|agentic benchmark|language model agents benchmark,https://doi.org/10.18653/v1/2025.emnlp-main.626,
W7130465524,Agentic Data Analysis for Intelligent Manufacturing: Benchmark-Driven Evaluation of Agentic vs. Direct LLM Approaches,Nastaran Moradzadeh Farid; Alireza Taghizadeh; Sara Shafiee,10.1016/j.procir.2025.09.043,2026,2026-01-01,article,Procedia CIRP,Elsevier BV,1,True,diamond,,journal,16,agent benchmark|agentic benchmark|LLM agents evaluation|agent evaluation benchmark,https://doi.org/10.1016/j.procir.2025.09.043,
W4402683810,Towards Objectively Benchmarking Social Intelligence of Language Agents at the Action Level,Chenxu Wang; Bin Dai; Huaping Liu; Baoyuan Wang,10.18653/v1/2024.findings-acl.526,2024,2024-01-01,article,,,1,True,gold,,,0,agent benchmark|agentic benchmark,https://doi.org/10.18653/v1/2024.findings-acl.526,
W4404088748,IntersectionZoo: Eco-driving for Benchmarking Multi-Agent Contextual Reinforcement Learning,Vindula Jayawardana; Baptiste Freydt; Ao Qu; Cameron Hickert; Zhongxia Yan; Cathy Wu,10.48550/arxiv.2410.15221,2024,2024-10-19,preprint,arXiv (Cornell University),Cornell University,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2410.15221,"Despite the popularity of multi-agent reinforcement learning (RL) in simulated and two-player applications, its success in messy real-world applications has been limited. A key challenge lies in its generalizability across problem variations, a common necessity for many real-world problems. Contextual reinforcement learning (CRL) formalizes learning policies that generalize across problem variations. However, the lack of standardized benchmarks for multi-agent CRL has hindered progress in the field. Such benchmarks are desired to be based on real-world applications to naturally capture the many open challenges of real-world problems that affect generalization. To bridge this gap, we propose IntersectionZoo, a comprehensive benchmark suite for multi-agent CRL through the real-world application of cooperative eco-driving in urban road networks. The task of cooperative eco-driving is to control a fleet of vehicles to reduce fleet-level vehicular emissions. By grounding IntersectionZoo in a real-world application, we naturally capture real-world problem characteristics, such as partial observability and multiple competing objectives. IntersectionZoo is built on data-informed simulations of 16,334 signalized intersections derived from 10 major US cities, modeled in an open-source industry-grade microscopic traffic simulator. By modeling factors affecting vehicular exhaust emissions (e.g., temperature, road conditions, travel demand), IntersectionZoo provides one million data-driven traffic scenarios. Using these traffic scenarios, we benchmark popular multi-agent RL and human-like driving algorithms and demonstrate that the popular multi-agent RL algorithms struggle to generalize in CRL settings."
W7128358391,MemGUI-Bench: Benchmarking Memory of Mobile GUI Agents in Dynamic Environments,"Guangyi Liu; Pengxiang Zhao; Yaozhen Liang; Qinyi Luo; Tang, Shunye; Yuxiang Chai; Lin, Weifeng; He Xiao; WenHao Wang; Siheng Chen; Zhengxi Lu; Gao Wu; Hao Wang; Liang Liu; Yong Liu",10.48550/arxiv.2602.06075,2026,2026-02-03,preprint,Open MIND,,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2602.06075,"Current mobile GUI agent benchmarks systematically fail to assess memory capabilities, with only 5.2-11.8% memory-related tasks and no cross-session learning evaluation. We introduce MemGUI-Bench, a comprehensive memory-centric benchmark with pass@k and staged LLM-as-judge evaluation. Our contributions include: (1) a systematic memory taxonomy analyzing 11 agents across 5 architectures; (2) 128 tasks across 26 applications where 89.8% challenge memory through cross-temporal and cross-spatial retention; (3) MemGUI-Eval, an automated pipeline with Progressive Scrutiny and 7 hierarchical metrics; and (4) RQ-driven assessment of 11 state-of-the-art agents. Our experiments reveal significant memory deficits across all evaluated systems, identify 5 distinct failure modes, and synthesize 5 actionable design implications. All resources including code, benchmark, and evaluation results will be \textbf{\textit{fully open-sourced and continuously maintained}} at https://lgy0404.github.io/MemGUI-Bench/."
W7130648243,AutoONBench: a benchmark for large language model agents in autonomous optical networks,Yihao Zhang; Qizhi Qiu; Jiaping Wu; Xiaomin Liu; Weisheng Hu; Qunbi Zhuge,10.1364/jocn.589201,2026,2026-02-20,article,Journal of Optical Communications and Networking,,1,False,closed,,journal,13,agent benchmark|agentic benchmark|autonomous agents benchmark|language model agents benchmark,https://doi.org/10.1364/jocn.589201,"The integration of large language models (LLMs) into autonomous optical networks (AONs) promises to revolutionize network management. However, the advancement of this field is currently hindered by the lack of a standardized evaluation framework. To bridge this gap, we introduce AutoONBench v1.0, the inaugural version of a comprehensive benchmark designed to assess LLM-based agentic systems within the optical network domain. AutoONBench constructs an evaluation environment incorporating a field-trial dataset, a neural-network-based digital twin (DT), domain-specific operational tools, and documents. It encompasses five task categories covering the complete network lifecycle: service management, network maintenance, failure handling, physical-layer modeling, and network optimization. We further propose a hybrid evaluation methodology that combines quantitative metrics with an LLM-as-a-judge mechanism to provide a multidimensional performance assessment. Extensive evaluations of modern commercial LLMs reveal several problems. While current agents demonstrate proficiency in following standard operating procedures for routine tasks, they exhibit significant limitations in context-aware execution, complex context retrieval, and numerical analysis. AutoONBench establishes a baseline for future research and facilitates the industrial deployment of agentic AON systems."
W4406122455,WFCRL: A Multi-Agent Reinforcement Learning Benchmark for Wind Farm Control,Claire Bizon Monroc; Ana Bušić; Donatien Dubuc; Jiamin Zhu,10.48550/arxiv.2501.13592,2025,2025-01-23,preprint,ArXiv.org,,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2501.13592,"The wind farm control problem is challenging, since conventional model-based control strategies require tractable models of complex aerodynamical interactions between the turbines and suffer from the curse of dimension when the number of turbines increases. Recently, model-free and multi-agent reinforcement learning approaches have been used to address this challenge. In this article, we introduce WFCRL (Wind Farm Control with Reinforcement Learning), the first open suite of multi-agent reinforcement learning environments for the wind farm control problem. WFCRL frames a cooperative Multi-Agent Reinforcement Learning (MARL) problem: each turbine is an agent and can learn to adjust its yaw, pitch or torque to maximize the common objective (e.g. the total power production of the farm). WFCRL also offers turbine load observations that will allow to optimize the farm performance while limiting turbine structural damages. Interfaces with two state-of-the-art farm simulators are implemented in WFCRL: a static simulator (FLORIS) and a dynamic simulator (FAST.Farm). For each simulator, $10$ wind layouts are provided, including $5$ real wind farms. Two state-of-the-art online MARL algorithms are implemented to illustrate the scaling challenges. As learning online on FAST.Farm is highly time-consuming, WFCRL offers the possibility of designing transfer learning strategies from FLORIS to FAST.Farm."
W4392427906,"Imitation Learning Datasets: A Toolkit For Creating Datasets, Training Agents and Benchmarking",Nathan Gavenski; G. Flucke; Odinaldo Rodrigues,10.48550/arxiv.2403.00550,2024,2024-03-01,preprint,arXiv (Cornell University),Cornell University,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2403.00550,"Imitation learning field requires expert data to train agents in a task. Most often, this learning approach suffers from the absence of available data, which results in techniques being tested on its dataset. Creating datasets is a cumbersome process requiring researchers to train expert agents from scratch, record their interactions and test each benchmark method with newly created data. Moreover, creating new datasets for each new technique results in a lack of consistency in the evaluation process since each dataset can drastically vary in state and action distribution. In response, this work aims to address these issues by creating Imitation Learning Datasets, a toolkit that allows for: (i) curated expert policies with multithreaded support for faster dataset creation; (ii) readily available datasets and techniques with precise measurements; and (iii) sharing implementations of common imitation learning techniques. Demonstration link: https://nathangavenski.github.io/#/il-datasets-video"
W4387221899,TaxAI: A Dynamic Economic Simulator and Benchmark for Multi-Agent Reinforcement Learning,Qirui Mi; Siyu Xia; Yan Song; Haifeng Zhang; Shenghao Zhu; Jun Wang,10.48550/arxiv.2309.16307,2023,2023-09-28,preprint,arXiv (Cornell University),Cornell University,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2309.16307,"Taxation and government spending are crucial tools for governments to promote economic growth and maintain social equity. However, the difficulty in accurately predicting the dynamic strategies of diverse self-interested households presents a challenge for governments to implement effective tax policies. Given its proficiency in modeling other agents in partially observable environments and adaptively learning to find optimal policies, Multi-Agent Reinforcement Learning (MARL) is highly suitable for solving dynamic games between the government and numerous households. Although MARL shows more potential than traditional methods such as the genetic algorithm and dynamic programming, there is a lack of large-scale multi-agent reinforcement learning economic simulators. Therefore, we propose a MARL environment, named \textbf{TaxAI}, for dynamic games involving $N$ households, government, firms, and financial intermediaries based on the Bewley-Aiyagari economic model. Our study benchmarks 2 traditional economic methods with 7 MARL methods on TaxAI, demonstrating the effectiveness and superiority of MARL algorithms. Moreover, TaxAI's scalability in simulating dynamic interactions between the government and 10,000 households, coupled with real-data calibration, grants it a substantial improvement in scale and reality over existing simulators. Therefore, TaxAI is the most realistic economic simulator for optimal tax policy, which aims to generate feasible recommendations for governments and individuals."
W4400343274,BioKGBench: A Knowledge Graph Checking Benchmark of AI Agent for Biomedical Science,Xinna Lin; Siqi Ma; Junjie Shan; Xiaojing Zhang; Shell Xu Hu; Tiannan Guo; Stan Z. Li; Kaicheng Yu,10.48550/arxiv.2407.00466,2024,2024-06-29,preprint,arXiv (Cornell University),Cornell University,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2407.00466,"Pursuing artificial intelligence for biomedical science, a.k.a. AI Scientist, draws increasing attention, where one common approach is to build a copilot agent driven by Large Language Models (LLMs). However, to evaluate such systems, people either rely on direct Question-Answering (QA) to the LLM itself, or in a biomedical experimental manner. How to precisely benchmark biomedical agents from an AI Scientist perspective remains largely unexplored. To this end, we draw inspiration from one most important abilities of scientists, understanding the literature, and introduce BioKGBench. In contrast to traditional evaluation benchmark that only focuses on factual QA, where the LLMs are known to have hallucination issues, we first disentangle ""Understanding Literature"" into two atomic abilities, i) ""Understanding"" the unstructured text from research papers by performing scientific claim verification, and ii) Ability to interact with structured Knowledge-Graph Question-Answering (KGQA) as a form of ""Literature"" grounding. We then formulate a novel agent task, dubbed KGCheck, using KGQA and domain-based Retrieval-Augmented Generation (RAG) to identify the factual errors of existing large-scale knowledge graph databases. We collect over two thousand data for two atomic tasks and 225 high-quality annotated data for the agent task. Surprisingly, we discover that state-of-the-art agents, both daily scenarios and biomedical ones, have either failed or inferior performance on our benchmark. We then introduce a simple yet effective baseline, dubbed BKGAgent. On the widely used popular knowledge graph, we discover over 90 factual errors which provide scenarios for agents to make discoveries and demonstrate the effectiveness of our approach. The code and data are available at https://github.com/westlake-autolab/BioKGBench."
W4399354756,HumanEvalComm: Benchmarking the Communication Competence of Code Generation for LLMs and LLM Agent,Jie JW Wu; Fatemeh H. Fard,10.48550/arxiv.2406.00215,2024,2024-05-31,preprint,arXiv (Cornell University),Cornell University,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2406.00215,"Large language models (LLMs) have significantly improved their ability to perform tasks in the field of code generation. However, there is still a gap between LLMs being capable coders and being top-tier software engineers. Based on the observation that top-level software engineers often ask clarifying questions to reduce ambiguity in both requirements and coding solutions, we argue that the same should be applied to LLMs for code generation tasks. In this work, we conducted an empirical study on the benchmark and analysis of the communication skills of LLMs for code generation. We define communication skills of LLMs as ``being able to ask clarifying questions when the description of the code generation problem has issues''. We created a new benchmark, HumanEvalComm, by modifying problem descriptions according to three issues: inconsistency, ambiguity, incompleteness. We defined new evaluation metrics such as Communication Rate and Good Question Rate, and then experimented on HumanEvalComm with different Code LLMs, and a new LLM agent approach, Okanagan, to identify and ask questions in ambiguous parts from code and descriptions for further refining the generated code. Finally, we discussed evaluation results by comparing Code LLMs and Okanagan with our findings."
W4400267107,ShortcutsBench: A Large-Scale Real-world Benchmark for API-based Agents,Haiyang Shen; Yue Li; Desong Meng; Dongqi Cai; Sheng Qi; Li Zhang; Mengwei Xu; Yun Ma,10.48550/arxiv.2407.00132,2024,2024-06-28,preprint,arXiv (Cornell University),Cornell University,1,True,green,,repository,0,agent benchmark|agentic benchmark,https://doi.org/10.48550/arxiv.2407.00132,"Recent advancements in integrating large language models (LLMs) with application programming interfaces (APIs) have gained significant interest in both academia and industry. Recent work demonstrates that these API-based agents exhibit relatively strong autonomy and planning capabilities. However, their ability to handle multi-dimensional difficulty levels, diverse task types, and real-world demands remains unknown. In this paper, we introduce \textsc{ShortcutsBench}, a large-scale benchmark for the comprehensive evaluation of API-based agents in solving real-world complex tasks. \textsc{ShortcutsBench} includes a wealth of real APIs from Apple Inc., refined user queries, human-annotated high-quality action sequences, detailed parameter filling values, and parameters requesting necessary input from the system or user. We revealed how existing benchmarks~/~datasets struggle to accommodate the advanced reasoning capabilities of existing more intelligent LLMs. Moreover, our extensive evaluation of agents built with $5$ leading open-source (size $\geq$ 57B) and $5$ closed-source LLMs (e.g. Gemini-1.5-Pro and GPT-4o-mini) with varying intelligence level reveals significant limitations of existing API-based agents in the whole process of handling complex queries related to API selection, parameter filling, and requesting necessary input from the system and the user. These findings highlight the great challenges that API-based agents face in effectively fulfilling real and complex user queries. All datasets, code, experimental logs, and results are available at \url{https://github.com/EachSheep/ShortcutsBench}."
W4407629689,MedAgentBench: A Realistic Virtual EHR Environment to Benchmark Medical LLM Agents,Yixing Jiang; Kameron Collin Black; Danny Park; James Zou; Andrew Y. Ng; Jonathan Chen,10.32388/vn3yh7,2025,2025-02-17,preprint,Qeios,,1,True,diamond,,journal,27,agent benchmark|agentic benchmark,https://doi.org/10.32388/vn3yh7,"BACKGROUND: Recent large language models (LLMs) have demonstrated significant advancements, particularly in their ability to serve as agents thereby surpassing their traditional role as chatbots. These agents can leverage their planning and tool utilization capabilities to address tasks specified at a high level. This suggests new potential to reduce the burden of administrative tasks and address current healthcare staff shortages. However, a standardized dataset to benchmark the agent capabilities of LLMs in medical applications is currently lacking, making the evaluation of LLMs on complex tasks in interactive healthcare environments challenging. METHODS: To address this gap to the deployment of agentic AI in healthcare, we introduce MedAgentBench, a broad evaluation suite designed to assess the agent capabilities of large language models within medical records contexts. MedAgentBench encompasses 300 patient-specific clinically-derived tasks from 10 categories written by human physicians, realistic profiles of 100 patients with over 700,000 data elements, a FHIR-compliant interactive environment, and an accompanying codebase. The environment uses the standard APIs and communication infrastructure used in modern EMR systems, so it can be easily migrated into live EMR systems. RESULTS: MedAgentBench presents an unsaturated agent-oriented benchmark that current state-of-the-art LLMs exhibit some ability to succeed at. The best model (Claude 3.5 Sonnet v2) achieves a success rate of 69.67%. However, there is still substantial room for improvement which gives the community a next direction to optimize. Furthermore, there is significant variation in performance across task categories. CONCLUSION: Agent-based task frameworks and benchmarks are the necessary next step to advance the potential and capabilities for effectively improving and integrating AI systems into clinical workflows. MedAgentBench establishes this and is publicly available at https://github.com/stanfordmlgroup/MedAgentBench, offering a valuable framework for model developers to track progress and drive continuous improvements in the agent capabilities of large language models within the medical domain."
