Tier,Source,Candidate title,Link,YOUR decision,Your notes
2,ACM,ImpReSS: Designing and Evaluating a Lightweight Implicit Recommender System in Conversational Support Agents,https://doi.org/10.1145/3742413.3789151,Exclude,"EC4 — proposes a conversational implicit recommender system (SLM-based); eval is recommendation accuracy (MRR)/user study, not an LLM-agent sequential task suite."
2,ACM,LLMEvalRec: An Agentic Framework for Simulating Users to Evaluate News Recommendation Systems,https://doi.org/10.65109/efzy6916,Exclude,"Infrastructure/EC4 — LLM agents simulate users to evaluate news recommendation systems; agents are the eval instrument, not the evaluated object."
2,ACM,Mosaic: A Multi-Level Framework for Observing and Evaluating Performance of Multi-Agent Systems,https://doi.org/10.1145/3772363.3798830,Exclude,"Infrastructure/EC5 — multi-level MAS observability/evaluation framework (process metrics across component/integration/e2e); methodology/harness, not a task suite agents are ranked on. CHI extended abstract."
2,ACM,"REALM-Bench: A Benchmark for Evaluating Multi-Agent Systems on Real-world, Dynamic Planning and Scheduling Tasks",https://doi.org/10.1145/3770854.3785692,Include,"Named benchmark; LLM/agentic systems plan, coordinate & replan in real-world dynamic scheduling envs (state-changing disruptions, dependent steps), quantitative metrics (IC1-3)."
2,IEEE,"A Heuristic-First Evaluation Framework for Marketing AI Agents: Judging Quality, Actionability, and Trust",,Exclude,Low-confidence (exact abstract unconfirmed): heuristic evaluation framework judging marketing-agent output quality/actionability/trust; judges output quality not environment-grounded dependent actions (EC4/infrastructure).
2,IEEE,A Hybrid Multi-Agent–ML Architecture for Trust-Oriented Seller Evaluation in B2C E-Commerce,https://ieeexplore.ieee.org/document/11502330/,Exclude,"EC4/EC6 — proposes a hybrid multi-agent+ML system for seller trust evaluation; agents are BDI/ML trust-reputation models, not LLM-driven; eval is the method, not an agent task suite."
2,IEEE,"Agentic AI for Automated Grading: System Design, Baseline Study, and Empirical Evaluation",,Exclude,"EC4 — proposes an agentic automated-grading system; eval is grading accuracy/agreement, application-centric; grading is not a dependent external-action task suite."
2,IEEE,"Agentic AI Framework for Low-Resource Essay Evaluation via Scoring, Explanation, and Debate",,Exclude,"EC4 — multi-agent debate framework for essay scoring; inter-agent debate is internal text (fails exteriority/dependent-step), eval is scoring agreement; application/method."
2,IEEE,"Agentic AI Security: Threats, Defenses, Evaluation, and Open Challenges",,Exclude,"Secondary security survey (threats/defenses/eval/challenges); central advance is a security threat taxonomy, not an agent-evaluation taxonomy/critique — IC3 not clearly met for this scope. Borderline."
2,IEEE,Agentic AI Systems: Architecture and Evaluation Using a Frictionless Parking Scenario,,Exclude,"EC4 — agentic-AI architecture paper illustrated via a frictionless-parking scenario; contribution is system architecture, eval is a demonstration/factorial study, not a reusable agent benchmark."
2,IEEE,AI Agent Testing and Analysis Platform: A System for Automated Evaluation of AI Systems,https://ieeexplore.ieee.org/document/11437478/,Exclude,"Infrastructure — proposes an automated testing/evaluation platform for AI agents (harness/tooling), not a task suite agents are ranked on."
2,IEEE,An Automated System for Generating Chargeback Notices Based on Multi-Agent Collaboration and Its Practical Evaluation,https://ieeexplore.ieee.org/document/11352645/,Exclude,"EC4 — applied multi-agent system for generating chargeback notices; practical evaluation of that system, not a reusable agent benchmark."
2,IEEE,ASIC-Agent: An Autonomous Multi-Agent System for ASIC Design with Benchmark Evaluation,,Include,"Contributes ASIC-Agent-Bench (first reusable HW-design agent benchmark); agent uses EDA tools in sandbox (external effectors), multi-step RTL->GDSII, milestone-based outcome scoring (IC1-3). System+benchmark; benchmark qualifies."
2,IEEE,Automated Resume Evaluation Using Large Language Models: A Multi-Agent Framework With Fine-Tuning and Prompt Engineering,https://ieeexplore.ieee.org/document/11534618/,Exclude,"EC4 — applied multi-agent resume-screening/evaluation system w/ fine-tuning; eval is classification/grading accuracy, not a dependent external-action agent task suite."
2,IEEE,Benchmarking Multi-Agent Collaboration Against Single LLM Systems in E-Commerce,,Exclude,"Exclude - empirical single-LLM vs multi-agent architecture comparison on an e-commerce retrieval/filtering/verification/generation pipeline; comparison study, not a reusable sequential-action benchmark (EC4)."
2,IEEE,Beyond Single-Framework Architectures: A Systematic Evaluation and Hybrid Design for Scalable Multi-Agent Coordination,https://ieeexplore.ieee.org/document/11481053/,Exclude,"EC4 — systematic evaluation of multi-agent coordination architectures + proposes a hybrid design; evaluated on existing benchmarks, contributes architecture not a new reusable agent benchmark/methodology."
2,IEEE,Beyond Text Matching: Multi-Agent System for Comprehensive Research Paper Evaluation,https://ieeexplore.ieee.org/document/11378097/,Exclude,"EC4/infrastructure — proposes a multi-agent system to evaluate research papers; agents are the evaluation instrument, eval of that system, not an agent task suite."
2,IEEE,ChemPaperBench: A Multi-Domain Benchmark for Literature-Grounded Chemical Reasoning of LLM-Based Multi-Agent Systems,,Include,"Include - LLM multi-agent literature-grounded chemical-reasoning benchmark; expert-validated tasks require multi-step literature extraction + domain calculations + prediction integration (>=2 dependent steps, IC1-3)."
2,IEEE,Construction of a Quality Evaluation Index System for Response Texts in Medical AI Agents,,Exclude,"EC1/EC4 — Delphi-built hierarchical quality index for medical AI-agent response texts; evaluates conversational text quality (ethics/UX), not sequential external-action agent execution."
2,IEEE,Contextual Trust Evaluation for Robust Coordination in Large Language Model Multi-Agent Systems,https://ieeexplore.ieee.org/document/11409558/,Exclude,"EC4 — proposes a contextual trust-evaluation mechanism for robust LLM-MAS coordination; method/mechanism contribution evaluated on itself, not a reusable agent benchmark."
2,IEEE,Design and Evaluation of an LLM-Based Agent for QoT Estimation and Performance Optimization in Optical Networks,https://ieeexplore.ieee.org/document/11157742/,Exclude,"EC4 — design+evaluation of an applied LLM agent for optical-network QoT estimation/optimization; system/application paper (""built an agent for domain X""), not a reusable benchmark."
2,IEEE,Designing Reputation Systems for Manufacturing Data Trading Markets: A Multi-Agent Evaluation With Q-Learning and IRL-Estimated Utilities,https://ieeexplore.ieee.org/document/11402482/,Exclude,"EC6 — multi-agent data-market simulation with Q-learning RL + IRL utilities; agents are RL, not LLM-driven; evaluates reputation mechanisms."
2,IEEE,Development and Evaluation of an Agentic RAG with Embedded LLM-as-a Judge for Heart Failure Management: A Pilot Study,,Exclude,"EC4 — applied agentic-RAG clinical decision tool (LLM-as-judge embedded) for heart-failure management, pilot study; system/application eval, not a reusable agent benchmark."
2,IEEE,Dynamic Pickup and Delivery Task Allocation in Multi-Agent Robotic Systems: Vacancy Chain Approaches Evaluation,,Exclude,"EC6 — multi-robot pickup/delivery task allocation (vacancy-chain) in ROS/Gazebo; robotics/MARL, not LLM-driven agents."
2,IEEE,Evaluation of Fault Isolability in Multi-Agent Systems,,Exclude,EC6 — control-theoretic fault detection/isolability in multi-agent dynamical networks; not LLM-driven agents.
2,IEEE,FitnessAgent: A Unified Agent Framework for Open-Set and Personalized Fitness Evaluation,https://ieeexplore.ieee.org/document/11128810/,Exclude,"EC4 — proposes an LLM-planner fitness-evaluation framework (robotic, operator composition); application/system evaluated on movement datasets, not a reusable LLM-agent task suite."
2,IEEE,"Future-Proofing Identity Security for Agentic AI Systems: Design, Implementation, and Evaluation of an Identity Fabric",,Exclude,"EC4 — design/implementation/evaluation of an identity-fabric security system for agentic AI; infrastructure/system contribution, not an LLM-agent task benchmark."
2,IEEE,Generative AI and Multi-Agent Systems Approach to Psychometric Evaluation for Human Resource Management and Talent Acquisition,https://ieeexplore.ieee.org/document/11015385/,Exclude,"EC4 — GenAI multi-agent psychometric assessment system for HR; agents simulate colleagues to assess human candidates (application), not an LLM-agent task benchmark."
2,IEEE,IEBench: Benchmarking Unlearning Identity-Event Entangled Concepts for MLLM-Based Systems in Agentic Edge Networks,,Exclude,"EC1 — benchmark for machine unlearning of identity/event concepts in MLLMs; static model-capability (forgetting) eval, not sequential external-action agent evaluation."
2,IEEE,InGen: An LLM-Agent Based Approach for Automatically Generating Evaluation Indicator System for Avionics,https://ieeexplore.ieee.org/document/11274390/,Exclude,"EC4 (exact abstract unconfirmed) — LLM-agent approach to auto-generate avionics evaluation-indicator systems; applied tool/method, not an LLM-agent task benchmark."
2,IEEE,Intelligent Agent-Based Dynamic Reliability Evaluation for Optical Networks: A Comprehensive Framework and Case Study,https://ieeexplore.ieee.org/document/10812963/,Exclude,"EC4/EC6 — agent-based reliability-evaluation framework for optical networks (agent hierarchy); domain reliability modeling, not LLM-driven agents."
2,IEEE,Intelligent Automation of Student Record Standardization: An Evaluation of Multi-AI Agent Efficacy in Educational Administration,,Exclude,"EC4 — applied multi-AI-agent system for student-record standardization; evaluates the systems efficacy, not a reusable agent benchmark."
2,IEEE,LLM-Based Dynamic Multi-Agent Systems for Evaluation of Financial Trading Mechanism,,Exclude,"EC4 — LLM multi-agent system simulates market participants to evaluate trading mechanisms; agents are the simulation instrument, eval object is the mechanism, not an agent task suite."
2,IEEE,MACS: A Cognitive Diversity Multi-Agent Consensus Framework for Bias Mitigation in Automated Evaluation Systems,,Exclude,"EC4/infrastructure — MACS multi-agent consensus framework for bias mitigation in automated (LLM-judge) evaluation; method/infrastructure, not a task suite agents are ranked on."
2,IEEE,Mission Reliability Evaluation of Dynamic Distributed Cooperative Systems Based on Multi-agent Modeling and Simulation,https://ieeexplore.ieee.org/document/10336149/,Exclude,EC6 — agent-based modeling/simulation for mission reliability of distributed cooperative systems (AnyLogic/AHP); not LLM-driven agents.
2,IEEE,Multi-Agent Cooperative Perception: A Structural Evaluation Framework for Autonomous Systems,,Exclude,EC6/out-of-scope — cooperative-perception (V2X sensor-fusion) evaluation framework for autonomous driving; not LLM-driven agents.
2,IEEE,"Multi-Agent Systems and Agentic AI in Business Process Automation: Taxonomy, Benchmarks, and an Open Research Agenda",,Exclude,"Exclude - secondary survey: taxonomy + benchmark review + open research agenda for agentic AI/MAS in business-process automation; organizes existing work, does not formalize a procedure measuring sequential state-altering agent actions (EC5). Full text not retrievable; rater-A leaned IC3."
2,IEEE,Retrieval Augmented Generation (RAG) for Fintech: Agentic Design and Evaluation,,Exclude,"EC4 — proposes an agentic-RAG system for fintech QA; system/application evaluated vs a RAG baseline on a small QA set, not a reusable agent benchmark."
2,IEEE,Stable and Expert-Aligned Evaluation of Wargaming Strategies via Optimized LLM Scoring Agents,https://ieeexplore.ieee.org/document/11336231/,Exclude,"EC4/infrastructure — proposes an optimized LLM scoring agent (LLM-as-judge) to evaluate wargaming strategies; an evaluator, not a task suite agents are ranked on."
2,Springer,1001 Games a&#xa0;Night—Continuous Evaluation of&#xa0;an&#xa0;Intelligent Multi-agent-Based System,https://doi.org/10.1007/978-981-99-3091-3_59,Exclude,"EC6 — RoboCup multi-agent continuous-evaluation/CI system (~1000 games/night, log outlier detection); robotics/RL team, not LLM-driven agents."
2,Springer,A Comprehensive Framework for&#xa0;Turn-Taking Evaluation in&#xa0;Multi-agent Systems: Rotational Periodicity for&#xa0;Scalable Coordination Analysis,https://doi.org/10.1007/978-3-032-03711-4_16,Exclude,"EC6/EC4 — turn-taking coordination metric framework (rotational periodicity) for game-theoretic/RL multi-agent systems; coordination analysis, not an LLM-agent task benchmark."
2,Springer,A multi-agent large language model framework for intelligent vendor evaluation and risk-aware procurement decisions,https://doi.org/10.1038/s41598-026-50952-x,Exclude,"EC4 — multi-agent LLM framework for vendor evaluation/risk-aware procurement; application/system producing recommendations, eval of that system, not a reusable agent benchmark."
2,Springer,Actions Speak Louder Than Words: Evidence-Based Trust Level Evaluation in&#xa0;Multi-agent Systems,https://doi.org/10.1007/978-981-95-3543-9_14,Exclude,"EC4/EC6 — generic trust-level evaluation methodology for multi-agent systems (smart-healthcare data trust); trust-assessment method, not an LLM-agent task benchmark."
2,Springer,Adaptive monitoring and real-world evaluation of agentic AI systems,https://doi.org/10.1007/s43681-026-00990-y,Include,Borderline IC3 — formalizes adaptive monitoring (AMDM) + systematic review with a 5-axis taxonomy of agentic-AI evaluation dimensions; materially advances eval taxonomy/critique. Runtime-monitoring leans infrastructure.
2,Springer,Design and Evaluation of an Agentic AI Framework for Personalized Umrah Trip Planning,https://doi.org/10.1007/s13369-025-11021-z,Exclude,"EC4 — applied agentic-AI travel-planning system for personalized Umrah trips; system/application, eval of that system, not a reusable agent benchmark."
2,Springer,Embedding ethical governance in personal AI systems: design and evaluation of a user-centred oversight agent,https://doi.org/10.1007/s43681-026-01193-1,Exclude,"EC4 — design/evaluation of a user-centred ethical-oversight (superego) agent for personal AI; governance mechanism/system, not an LLM-agent task benchmark."
2,Springer,Evaluation of&#xa0;a&#xa0;Customer Development Simulator Using Large Language Model-Based Multi-agent System and&#xa0;Synthetic Respondents,https://doi.org/10.1007/978-981-96-6938-7_22,Exclude,"EC4 — LLM multi-agent simulator with synthetic respondents for customer development; agents are the simulation instrument, eval of the simulator, not an agent task suite."
2,Springer,"LLM-Based Multi-agent Systems: Frameworks, Evaluation, Open Challenges, and Research Frontiers",https://doi.org/10.1007/978-3-032-15632-7_9,Exclude,"Exclude - broad survey of LLM-MAS (frameworks, evaluation, open challenges, research frontiers); roundup, not a procedure measuring sequential agentic actions (EC5)."
2,Springer,MAP: evaluation and multi-agent enhancement of large language models for inpatient pathways,https://doi.org/10.1038/s44401-026-00085-0,Include,"Contributes IPDS benchmark (MIMIC-IV, 51k cases); multi-agent clinical pathway (triage->diagnosis->treatment) multi-step decisions w/ retrieval, accuracy/protocol scoring (IC1-3). Borderline: staged decisions vs environment-state changes. Also proposes MAP system."
2,Springer,Multi-agent System for Intelligent Heating Control: Implementation and Evaluation Using Home Assistant and Neural Networks,https://doi.org/10.1007/978-3-032-20746-3_10,Exclude,"EC4 (brief example) — applied multi-agent heating-control system (Home Assistant + NNs); application/system, eval of that system, not a reusable agent benchmark."
2,Springer,Multi-agent System for Multi-modal Educational Content Generation and Evaluation: A Case Study,https://doi.org/10.1007/978-981-95-7144-4_34,Exclude,"EC4 — applied multi-agent system for multimodal educational content generation/evaluation (case study); application, not a reusable agent benchmark."
2,Springer,Safety rapid evaluation method and system of pump truck upper structure based on combination weighting and agent model,https://doi.org/10.1186/s44147-025-00713-w,Exclude,"EC6/out-of-scope — ""agent model"" = engineering surrogate/metamodel for pump-truck structural safety evaluation; not an LLM-driven agent."
3,ACM,A Framework for Evaluating AI Agents in Open-Ended Conversations via Scripted Simulation,https://doi.org/10.1145/3711896.3737390,Include,"Borderline — evaluation framework for goal-directed multi-turn conversational agents; interviewer agent questions a scripted interviewee (another agent), completeness/consistency vs hidden script facts (IC1-3). Exteriority is another LLM; conversation-quality leaning."
3,ACM,Agent-Driven Automatic Software Improvement,https://doi.org/10.1145/3661167.3661171,Exclude,"EC5/EC4 — doctoral research proposal on LLM agents for software maintenance; vision/proposal, no benchmark or evaluation methodology contributed."
3,ACM,An LLM-based Agentic Framework for Accessible NetworkControl,https://doi.org/10.1145/3764944.3764949,Exclude,"EC4 — applied agentic framework for natural-language network control (system + pilot study); application, not a reusable agent benchmark."
3,ACM,Can AI Deliberate? Evaluating Deliberative Quality and Stance Flow in Multi-Agent LLMs,https://doi.org/10.1145/3772363.3798877,Exclude,"EC1 — evaluates deliberative/discourse quality + belief revision in multi-agent LLM dialogue (DQI/stance-flow); internal discussion (intermediate text), no external effector/dependent actions. CHI extended abstract."
3,ACM,Context Matters: Evaluating MCP-Based Context-Aware AI — A Case Study of Email Communications in Nonprofit Organizations,https://doi.org/10.1145/3786167.3788426,Exclude,"EC4 — case study evaluating an MCP-based context-aware email AI for nonprofits; application/case study, not a reusable agent benchmark."
3,ACM,Does Safety Molt? Evaluating LLM Safety in Multi-Agent Social Environments,https://doi.org/10.1145/3786335.3813173,Include,"Borderline low-confidence — evaluation methodology for LLM-agent safety in a multi-agent social simulation (agents post/observe in a platform env over time), quantitative privacy-leakage metrics (IC1/IC3). Safety-focused, not a task-success suite."
3,ACM,Evaluating and Improving Graph-based Explanation Methods for Multi-Agent Coordination,https://doi.org/10.5555/3709347.3743941,Exclude,EC6 — GNN/attention explainability for multi-agent (RL/GAT) coordination policies; not LLM-driven agents.
3,ACM,Evaluating Emotions while Watching a Movie using the Learning Type Fuzzy-Template-Matching method,https://doi.org/10.1145/3623809.3623969,Exclude,"Out-of-scope — emotion recognition via fuzzy-template-matching while watching a movie; not an LLM agent, no agent evaluation."
